29875:  R.. 0x14373
1845375:  R.. 0x084bf
1856625:  R.. 0x143a7
1890375:  R.. 0x143a8
1905375:  R.. 0x185bf
1924250:  R.. 0x143a9
1958000:  R.. 0x143aa
1965500:  R.. 0x086bf
1991750:  R.. 0x143ab
2025500:  R.. 0x187bf
2029250:  R.. 0x143ac
2059125:  R.. 0x143ad
2085375:  R.. 0x088bf
2092875:  R.. 0x143ae
2126625:  R.. 0x143af
2145375:  R.. 0x189bf
2160375:  R.. 0x143b0
2194125:  R.. 0x143b1
2205375:  R.. 0x08abf
2227875:  R.. 0x143b2
2261625:  R.. 0x143b3
2265375:  R.. 0x18bbf
2291750:  R.. 0x1ffff
2295500:  R.. 0x1ffff
2299250:  R.. 0x1ffff
2303000:  R.. 0x1ffff
2306750:  R.. 0x143b4
2329250:  R.. 0x143b5
2361125:  R.. 0x143b6
2395000:  R.. 0x143b7
2430625:  R.. 0x143b8
2460500:  R.. 0x143b9
2486750:  R.. 0x08cbf
2494250:  R.. 0x143ba
2528000:  R.. 0x143bb
2546750:  R.. 0x18dbf
2561750:  R.. 0x143bc
2595500:  R.. 0x143bd
2606750:  R.. 0x08ebf
2629250:  R.. 0x143be
2663000:  R.. 0x143bf
2666750:  R.. 0x18fbf
2696750:  R.. 0x143c0
2726750:  R.. 0x090bf
2786875:  R.. 0x191bf
2813125:  R.. 0x143c1
2846875:  R.. 0x092bf
2850625:  R.. 0x143c2
2880625:  R.. 0x143c3
2906875:  R.. 0x193bf
2914375:  R.. 0x143c4
2933125:  R.. 0x1ffff
2936875:  R.. 0x1ffff
2940625:  R.. 0x1ffff
2944375:  R.. 0x1ffff
2948125:  R.. 0x143c5
2983750:  R.. 0x143c6
3013625:  R.. 0x143c7
3047375:  R.. 0x143c8
3083125:  R.. 0x143c9
3116875:  R.. 0x143ca
3128125:  R.. 0x094bf
3150625:  R.. 0x143cb
3184500:  R.. 0x143cc
3188250:  R.. 0x195bf
3218250:  R.. 0x143cd
3248250:  R.. 0x096bf
3252000:  R.. 0x143ce
3282000:  R.. 0x143cf
3308250:  R.. 0x197bf
3315750:  R.. 0x143d0
3349500:  R.. 0x143d1
3368250:  R.. 0x098bf
3383250:  R.. 0x143d2
3416875:  R.. 0x143d3
3428125:  R.. 0x199bf
3450625:  R.. 0x143d4
3484375:  R.. 0x143d5
3488125:  R.. 0x09abf
3518125:  R.. 0x143d6
3548250:  R.. 0x19bbf
3552000:  R.. 0x143d7
3574500:  R.. 0x1ffff
3578250:  R.. 0x1ffff
3582000:  R.. 0x1ffff
3585750:  R.. 0x1ffff
3589500:  R.. 0x143d8
3621000:  R.. 0x143d9
3651500:  R.. 0x143da
3685250:  R.. 0x143db
3720875:  R.. 0x143dc
3754625:  R.. 0x143dd
3769625:  R.. 0x09cbf
3788375:  R.. 0x143de
3822000:  R.. 0x143df
3829500:  R.. 0x19dbf
3852000:  R.. 0x143e0
3885750:  R.. 0x143e1
3889500:  R.. 0x09ebf
3919500:  R.. 0x143e2
3949500:  R.. 0x19fbf
3953250:  R.. 0x143e3
3987000:  R.. 0x143e4
4009625:  R.. 0x0a0bf
4020875:  R.. 0x143e5
4054625:  R.. 0x143e6
4069625:  R.. 0x1a1bf
4088375:  R.. 0x143e7
