   1:               R.@ 0x0d7f9  R.@ 0x0d7f9  R.@ 0x0d7fa   dummy (was col3)
   7:               R.A 0x0d7fc  R.A 0x0d7fc  R.A 0x0d7fc   y2
  11:               RbA 0x0d7fd  RbA 0x0d7fd  RbA 0x0d7fd   x2
  15:               RbA 0x0d7fe  RbA 0x0d7fe  RbA 0x0d7fe   n2
  19:               RbA 0x0d7ff  RbA 0x0d7ff  RbA 0x0d7ff   c2
  23:               Rb@ 0x0d7fc  Rb@ 0x0d7fc  Rb@ 0x0d7fc   dummy
  27:               Rb@ 0x0d7fd  Rb@ 0x0d7fd  Rb@ 0x0d7fd   dummy
  39:               R.s 0x0dbe0  R.s 0x0dbe1  R.s 0x0dbe1   pat2a
  43:               Rbs 0x0dbe0  Rbs 0x0dbe1  Rbs 0x0dbe1   pat2b
  49:               R.@ 0x0d7f8  R.@ 0x0d7f9  R.@ 0x0d7f9   dummy (was col4)
  55:               R.s 0x0d881  R.s 0x0d881  R.s 0x0d882   dummy (was pat5a)
  59:               Rbs 0x0d881  Rbs 0x0d881  Rbs 0x0d882   dummy (was pat5b)
  65:               R.@ 0x0d7f9  R.@ 0x0d7f9  R.@ 0x0d7fa   dummy (was col5)
  71:               R.A 0x0d7fc  R.A 0x0d7fc  R.A 0x0d7fc   y3
  75:               RbA 0x0d7fd  RbA 0x0d7fd  RbA 0x0d7fd   x3
  79:               RbA 0x0d7fe  RbA 0x0d7fe  RbA 0x0d7fe   n3
  83:               RbA 0x0d7ff  RbA 0x0d7ff  RbA 0x0d7ff   c3
  87:               Rb@ 0x0d7fc  Rb@ 0x0d7fc  Rb@ 0x0d7fc   dummy
  91:               Rb@ 0x0d7fd  Rb@ 0x0d7fd  Rb@ 0x0d7fd   dummy
 303:  R.c 0x117e1  R.c 0x117e2  R.c 0x117e3  R.c 0x117e4   color 2
 311:  R.n 0x07e43  R.n 0x07e43  R.n 0x07e43  R.n 0x07e43   name 3
 323:  R.a 0x0d790  R.a 0x0d790  R.a 0x0d790  R.a 0x0d790   sprite y 4
 329:  R.p 0x0f7f1  R.p 0x0f7f2  R.p 0x0f7f3  R.p 0x0f7f4   pattern 3
 335:  R.c 0x117f1  R.c 0x117f2  R.c 0x117f3  R.c 0x117f4   color 3
 343:  R.n 0x07e44  R.n 0x07e44  R.n 0x07e44  R.n 0x07e44   name 4
 355:  R.a 0x0d794  R.a 0x0d794  R.a 0x0d794  R.a 0x0d794   sprite y 5
 361:  R.p 0x0f7e1  R.p 0x0f7e2  R.p 0x0f7e3  R.p 0x0f7e4   pattern 4
 367:  R.c 0x117e1  R.c 0x117e2  R.c 0x117e3  R.c 0x117e4   color 4
 375:  R.n 0x07e45  R.n 0x07e45  R.n 0x07e45  R.n 0x07e45   name 5
 387:  R.a 0x0d798  R.a 0x0d798  R.a 0x0d798  R.a 0x0d798   sprite y 6
 393:  R.p 0x0f7f1  R.p 0x0f7f2  R.p 0x0f7f3  R.p 0x0f7f4   pattern 5
 399:  R.c 0x117f1  R.c 0x117f2  R.c 0x117f3  R.c 0x117f4   color 5
 407:  R.n 0x07e46  R.n 0x07e46  R.n 0x07e46  R.n 0x07e46   name 6
 413:  R.r 0x181bf  R.r 0x189bf  R.r 0x191bf  R.r 0x199bf   refresh
 419:  R.a 0x0d79c  R.a 0x0d79c  R.a 0x0d79c  R.a 0x0d79c   sprite y 7
 425:  R.p 0x0f7e1  R.p 0x0f7e2  R.p 0x0f7e3  R.p 0x0f7e4   pattern 6
 431:  R.c 0x117e1  R.c 0x117e2  R.c 0x117e3  R.c 0x117e4   color 6
 439:  R.n 0x07e47  R.n 0x07e47  R.n 0x07e47  R.n 0x07e47   name 7
 451:  R.a 0x0d7a0  R.a 0x0d7a0  R.a 0x0d7a0  R.a 0x0d7a0   sprite y 8
 457:  R.p 0x0f7f1  R.p 0x0f7f2  R.p 0x0f7f3  R.p 0x0f7f4   pattern 7
 463:  R.c 0x117f1  R.c 0x117f2  R.c 0x117f3  R.c 0x117f4   color 7
 471:  R.n 0x07e48  R.n 0x07e48  R.n 0x07e48  R.n 0x07e48   name 8
 483:  R.a 0x0d7a4  R.a 0x0d7a4  R.a 0x0d7a4  R.a 0x0d7a4   sprite y 9
 489:  R.p 0x0f7e1  R.p 0x0f7e2  R.p 0x0f7e3  R.p 0x0f7e4   pattern 8
 495:  R.c 0x117e1  R.c 0x117e2  R.c 0x117e3  R.c 0x117e4   color 8
 503:  R.n 0x07e49  R.n 0x07e49  R.n 0x07e49  R.n 0x07e49   name 9
 515:  R.a 0x0d7a8  R.a 0x0d7a8  R.a 0x0d7a8  R.a 0x0a0a8   sprite y 10
 521:  R.p 0x0f7f1  R.p 0x0f7f2  R.p 0x0f7f3  R.p 0x0f7f4   pattern 9
 527:  R.c 0x117f1  R.c 0x117f2  R.c 0x117f3  R.c 0x117f4   color 9
 535:  R.n 0x07e4a  R.n 0x07e4a  R.n 0x07e4a  R.n 0x07e4a   name 10
 541:  R.r 0x082bf  R.r 0x08abf  R.r 0x092bf  R.r 0x09abf   refresh
 547:  R.a 0x0d7ac  R.a 0x0d7ac  R.a 0x0d7ac  R.a 0x0d7ac   sprite y 11
 553:  R.p 0x0f7e1  R.p 0x0f7e2  R.p 0x0f7e3  R.p 0x0f7e4   pattern 10
 559:  R.c 0x117e1  R.c 0x117e2  R.c 0x117e3  R.c 0x117e4   color 10
 567:  R.n 0x07e4b  R.n 0x07e4b  R.n 0x07e4b  R.n 0x07e4b   name 11
 579:  R.a 0x0d7b0  R.a 0x0d7b0  R.a 0x0d7b0  R.a 0x0d7b0   sprite y 12
 585:  R.p 0x0f7f1  R.p 0x0f7f2  R.p 0x0f7f3  R.p 0x0f7f4   pattern 11
 591:  R.c 0x117f1  R.c 0x117f2  R.c 0x117f3  R.c 0x117f4   color 11
 599:  R.n 0x07e4c  R.n 0x07e4c  R.n 0x07e4c  R.n 0x07e4c   name 12
 611:  R.a 0x0d7b4  R.a 0x0d7b4  R.a 0x0d7b4  R.a 0x0d7b4   sprite y 13
 617:  R.p 0x0f7e1  R.p 0x0f7e2  R.p 0x0f7e3  R.p 0x0f7e4   pattern 12
 623:  R.c 0x117e1  R.c 0x117e2  R.c 0x117e3  R.c 0x117e4   color 12
 631:  R.n 0x07e4d  R.n 0x07e4d  R.n 0x07e4d  R.n 0x07e4d   name 13
 643:  R.a 0x0d7b8  R.a 0x0d7b8  R.a 0x0d7b8  R.a 0x0d7b8   sprite y 14
 649:  R.p 0x0f7f1  R.p 0x0f7f2  R.p 0x0f7f3  R.p 0x0f7f4   pattern 13
 655:  R.c 0x117f1  R.c 0x117f2  R.c 0x117f3  R.c 0x117f4   color 13
 663:  R.n 0x07e4e  R.n 0x07e4e  R.n 0x07e4e  R.n 0x07e4e   name 14
 669:  R.r 0x183bf  R.r 0x18bbf  R.r 0x193bf  R.r 0x19bbf   refresh
 675:  R.a 0x0d7bc  R.a 0x0d7bc  R.a 0x0d7bc  R.a 0x0d7bc   sprite y 15
 681:  R.p 0x0f7e1  R.p 0x0f7e2  R.p 0x0f7e3  R.p 0x0f7e4   pattern 14
 687:  R.c 0x117e1  R.c 0x117e2  R.c 0x117e3  R.c 0x117e4   color 14
 695:  R.n 0x07e4f  R.n 0x07e4f  R.n 0x07e4f  R.n 0x07e4f   name 15
 707:  R.a 0x0d7c0  R.a 0x0d7c0  R.a 0x0d7c0  R.a 0x0d7c0   sprite y 16
 713:  R.p 0x0f7f1  R.p 0x0f7f2  R.p 0x0f7f3  R.p 0x0f7f4   pattern 15
 719:  R.c 0x117f1  R.c 0x117f2  R.c 0x117f3  R.c 0x117f4   color 15
 727:  R.n 0x07e50  R.n 0x07e50  R.n 0x07e50  R.n 0x07e50   name 16
 739:  R.a 0x0d7c4  R.a 0x0d7c4  R.a 0x0d7c4  R.a 0x0d7c4   sprite y 17
 745:  R.p 0x0f7e1  R.p 0x0f7e2  R.p 0x0f7e3  R.p 0x0f7e4   pattern 16
 751:  R.c 0x117e1  R.c 0x117e2  R.c 0x117e3  R.c 0x117e4   color 16
 759:  R.n 0x07e51  R.n 0x07e51  R.n 0x07e51  R.n 0x07e51   name 17
 771:  R.a 0x0d7c8  R.a 0x0d7c8  R.a 0x0d7c8  R.a 0x0d7c8   sprite y 18
 777:  R.p 0x0f7f1  R.p 0x0f7f2  R.p 0x0f7f3  R.p 0x0f7f4   pattern 17
 783:  R.c 0x117f1  R.c 0x117f2  R.c 0x117f3  R.c 0x117f4   color 17
 791:  R.n 0x07e52  R.n 0x07e52  R.n 0x07e52  R.n 0x07e52   name 18
 797:  R.r 0x084bf  R.r 0x08cbf  R.r 0x094bf  R.r 0x09cbf   refresh
 803:  R.a 0x0d7cc  R.a 0x0d7cc  R.a 0x0d7cc  R.a 0x0d7cc   sprite y 19
 809:  R.p 0x0f7e1  R.p 0x0f7e2  R.p 0x0f7e3  R.p 0x0f7e4   pattern 18
 815:  R.c 0x117e1  R.c 0x117e2  R.c 0x117e3  R.c 0x117e4   color 18
 823:  R.n 0x07e53  R.n 0x07e53  R.n 0x07e53  R.n 0x07e53   name 19
 835:  R.a 0x0d7d0  R.a 0x0d7d0  R.a 0x0d7d0  R.a 0x0d7d0   sprite y 20
 841:  R.p 0x0f7f1  R.p 0x0f7f2  R.p 0x0f7f3  R.p 0x0f7f4   pattern 19
 847:  R.c 0x117f1  R.c 0x117f2  R.c 0x117f3  R.c 0x117f4   color 19
 855:  R.n 0x07e54  R.n 0x07e54  R.n 0x07e54  R.n 0x07e54   name 20
 867:  R.a 0x0d7d4  R.a 0x0d7d4  R.a 0x0d7d4  R.a 0x0d7d4   sprite y 21
 873:  R.p 0x0f7e1  R.p 0x0f7e2  R.p 0x0f7e3  R.p 0x0f7e4   pattern 20
 879:  R.c 0x117e1  R.c 0x117e2  R.c 0x117e3  R.c 0x117e4   color 20
 887:  R.n 0x07e55  R.n 0x07e55  R.n 0x07e55  R.n 0x07e55   name 21
 899:  R.a 0x0d7d8  R.a 0x0d7d8  R.a 0x0d7d8  R.a 0x0d7d8   sprite y 22
 905:  R.p 0x0f7f1  R.p 0x0f7f2  R.p 0x0f7f3  R.p 0x0f7f4   pattern 21
 911:  R.c 0x117f1  R.c 0x117f2  R.c 0x117f3  R.c 0x117f4   color 21
 919:  R.n 0x07e56  R.n 0x07e56  R.n 0x07e56  R.n 0x07e56   name 22
 925:  R.r 0x185bf  R.r 0x18dbf  R.r 0x195bf  R.r 0x19dbf   refresh
 931:  R.a 0x0d7dc  R.a 0x0d7dc  R.a 0x0d7dc  R.a 0x0d7dc   sprite y 23
 937:  R.p 0x0f7e1  R.p 0x0f7e2  R.p 0x0f7e3  R.p 0x0f7e4   pattern 22
 943:  R.c 0x117e1  R.c 0x117e2  R.c 0x117e3  R.c 0x117e4   color 22
 951:  R.n 0x07e57  R.n 0x07e57  R.n 0x07e57  R.n 0x07e57   name 23
 963:  R.a 0x0d7e0  R.a 0x0d7e0  R.a 0x0d7e0  R.a 0x0d7e0   sprite y 24
 969:  R.p 0x0f7f1  R.p 0x0f7f2  R.p 0x0f7f3  R.p 0x0f7f4   pattern 23
 975:  R.c 0x117f1  R.c 0x117f2  R.c 0x117f3  R.c 0x117f4   color 23
 983:  R.n 0x07e58  R.n 0x07e58  R.n 0x07e58  R.n 0x07e58   name 24
 995:  R.a 0x0d7e4  R.a 0x0d7e4  R.a 0x0d7e4  R.a 0x0d7e4   sprite y 25
1001:  R.p 0x0f7e1  R.p 0x0f7e2  R.p 0x0f7e3  R.p 0x0f7e4   pattern 24
1007:  R.c 0x117e1  R.c 0x117e2  R.c 0x117e3  R.c 0x117e4   color 24
1015:  R.n 0x07e59  R.n 0x07e59  R.n 0x07e59  R.n 0x07e59   name 25
1027:  R.a 0x0d7e8  R.a 0x0d7e8  R.a 0x0d7e8  R.a 0x0d7e8   sprite y 26
1033:  R.p 0x0f7f1  R.p 0x0f7f2  R.p 0x0f7f3  R.p 0x0f7f4   pattern 25
1039:  R.c 0x117f1  R.c 0x117f2  R.c 0x117f3  R.c 0x117f4   color 25
1047:  R.n 0x07e5a  R.n 0x07e5a  R.n 0x07e5a  R.n 0x07e5a   name 26
1053:  R.r 0x086bf  R.r 0x08ebf  R.r 0x096bf  R.r 0x09ebf   refresh
1059:  R.a 0x0d7ec  R.a 0x0d7ec  R.a 0x0d7ec  R.a 0x0d7ec   sprite y 27
1065:  R.p 0x0f7e1  R.p 0x0f7e2  R.p 0x0f7e3  R.p 0x0f7e4   pattern 26
1071:  R.c 0x117e1  R.c 0x117e2  R.c 0x117e3  R.c 0x117e4   color 26
1079:  R.n 0x07e5b  R.n 0x07e5b  R.n 0x07e5b  R.n 0x07e5b   name 27
1091:  R.a 0x0d7f0  R.a 0x0d7f0  R.a 0x0d7f0  R.a 0x0d7f0   sprite y 28
1097:  R.p 0x0f7f1  R.p 0x0f7f2  R.p 0x0f7f3  R.p 0x0f7f4   pattern 27
1103:  R.c 0x117f1  R.c 0x117f2  R.c 0x117f3  R.c 0x117f4   color 27
1111:  R.n 0x07e5c  R.n 0x07e5c  R.n 0x07e5c  R.n 0x07e5c   name 28
1123:  R.a 0x0d7f4  R.a 0x0d7f4  R.a 0x0d7f4  R.a 0x0d7f4   sprite y 29
1129:  R.p 0x0f7e1  R.p 0x0f7e2  R.p 0x0f7e3  R.p 0x0f7e4   pattern 28
1135:  R.c 0x117e1  R.c 0x117e2  R.c 0x117e3  R.c 0x117e4   color 28
1143:  R.n 0x07e5d  R.n 0x07e5d  R.n 0x07e5d  R.n 0x07e5d   name 29
1155:  R.a 0x0d7f8  R.a 0x0d7f8  R.a 0x0d7f8  R.a 0x0d7f8   sprite y 30
1161:  R.p 0x0f7f1  R.p 0x0f7f2  R.p 0x0f7f3  R.p 0x0f7f4   pattern 29
1167:  R.c 0x117f1  R.c 0x117f2  R.c 0x117f3  R.c 0x117f4   color 29
1175:  R.n 0x07e5e  R.n 0x07e5e  R.n 0x07e5e  R.n 0x07e5e   name 30
1181:  R.r 0x187bf  R.r 0x18fbf  R.r 0x197bf  R.r 0x19fbf   refresh
1187:  R.a 0x0d7fc  R.a 0x0d7fc  R.a 0x0d7fc  R.a 0x0d7fc   sprite y 31
1193:  R.p 0x0f7e1  R.p 0x0f7e2  R.p 0x0f7e3  R.p 0x0f7e4   pattern 30
1199:  R.c 0x117e1  R.c 0x117e2  R.c 0x117e3  R.c 0x117e4   color 30
1207:  R.n 0x07e5f  R.n 0x07e5f  R.n 0x07e5f  R.n 0x07e5f   name 31
1219:  R.d 0x1ffff  R.d 0x1ffff  R.d 0x1ffff  R.d 0x1ffff   dummy
1225:  R.p 0x0f7f1  R.p 0x0f7f2  R.p 0x0f7f3  R.p 0x0f7f4   pattern 31
1231:  R.c 0x117f1  R.c 0x117f2  R.c 0x117f3  R.c 0x117f4   color 31
1243:  R.A 0x0d7fc  R.A 0x0d7fc  R.A 0x0d7fc  R.A 0x0d7fc   y0
1247:  RbA 0x0d7fd  RbA 0x0d7fd  RbA 0x0d7fd  RbA 0x0d7fd   x0
1251:  RbA 0x0d7fe  RbA 0x0d7fe  RbA 0x0d7fe  RbA 0x0d7fe   n0
1255:  RbA 0x0d7ff  RbA 0x0d7ff  RbA 0x0d7ff  RbA 0x0d7ff   c0
1259:  Rb@ 0x0d7fc  Rb@ 0x0d7fc  Rb@ 0x0d7fc                dummy
1263:  Rb@ 0x0d7fd  Rb@ 0x0d7fd  Rb@ 0x0d7fd                dummy
1275:  R.s 0x0dbe0  R.s 0x0dbe1  R.s 0x0dbe1                pat0a
1279:  Rbs 0x0dbe0  Rbs 0x0dbe1  Rbs 0x0dbe1                pat0b
1285:  R.@ 0x0d7f8  R.@ 0x0d7f9  R.@ 0x0d7f9                dummy (was col0)
1291:  R.s 0x0d881  R.s 0x0d881  R.s 0x0d882                dummy (was pat1a)
1295:  Rbs 0x0d881  Rbs 0x0d881  Rbs 0x0d882                dummy (was pat1b)
1301:  R.@ 0x0d7f9  R.@ 0x0d7f9  R.@ 0x0d7fa                dummy (was col1)
1307:  R.A 0x0d7fc  R.A 0x0d7fc  R.A 0x0d7fc                y1
1311:  RbA 0x0d7fd  RbA 0x0d7fd  RbA 0x0d7fd                x1
1315:  RbA 0x0d7fe  RbA 0x0d7fe  RbA 0x0d7fe                n1
1319:  RbA 0x0d7ff  RbA 0x0d7ff  RbA 0x0d7ff                c1
1323:  Rb@ 0x0d7fc  Rb@ 0x0d7fc  Rb@ 0x0d7fc                dummy
1327:  Rb@ 0x0d7fd  Rb@ 0x0d7fd  Rb@ 0x0d7fd                dummy
1343:  R.s 0x0dbe0  R.s 0x0dbe1  R.s 0x0dbe1                pat1a
1347:  Rbs 0x0dbe0  Rbs 0x0dbe1  Rbs 0x0dbe1                pat1b
1353:  R.@ 0x0d7f8  R.@ 0x0d7f9  R.@ 0x0d7f9                dummy (was col2)
1359:  R.s 0x0d881  R.s 0x0d881  R.s 0x0d882                dummy (was pat3a)
1363:  Rbs 0x0d881  Rbs 0x0d881  Rbs 0x0d882                dummy (was pat3b)

r = refresh
d = dummy
n = name-table
c = color-table
a = sprite-attribute-table (pre-process)
A = sprite-attribute-table (post-process)
@ = sprite-attribute-table (unclear why)
s = sprite-pattern-table
