21750:  R.. 0x03784
3504500:  R.. 0x03f01
3515750:  W.. 0x07f01
3545750:  R.. 0x03f02
3557000:  W.. 0x07f02
3560750:  R.. 0x1013f
3587000:  R.. 0x03f03
3598250:  W.. 0x07f03
3620750:  R.. 0x0023f
3628250:  R.. 0x03f04
3639500:  W.. 0x07f04
3680625:  R.. 0x1033f
3699375:  R.. 0x03f80
3710625:  W.. 0x07f80
3740625:  R.. 0x0043f
3744375:  R.. 0x03f81
3755625:  W.. 0x07f81
3766875:  R.. 0x1ffff
3770625:  R.. 0x1ffff
3774375:  R.. 0x1ffff
3778125:  R.. 0x1ffff
3785625:  R.. 0x03f82
3796875:  W.. 0x07f82
3828750:  R.. 0x03f83
3840000:  W.. 0x07f83
3870125:  R.. 0x03f84
3881375:  W.. 0x07f84
3943250:  R.. 0x04000
3954625:  W.. 0x08000
3962125:  R.. 0x1053f
3984625:  R.. 0x04001
3995875:  W.. 0x08001
4022125:  R.. 0x0063f
4025875:  R.. 0x04002
4037125:  W.. 0x08002
4067000:  R.. 0x04003
4078250:  W.. 0x08003
4082125:  R.. 0x1073f
