19250:  R.. 0x05180
1897125:  R.. 0x05600
1909875:  W.. 0x05600
1943625:  R.. 0x05600
1954875:  W.. 0x05600
1994250:  R.. 0x05601
2005500:  W.. 0x05601
2039250:  R.. 0x05601
2050500:  R.. 0x1313f
2054250:  W.. 0x05601
2110500:  R.. 0x0323f
2118000:  R.. 0x05680
2129250:  W.. 0x05680
2162875:  R.. 0x05680
2170500:  R.. 0x1333f
2174125:  W.. 0x05680
2207875:  R.. 0x05681
2219125:  W.. 0x05681
2230375:  R.. 0x0343f
2253000:  R.. 0x05681
2264250:  W.. 0x05681
2290500:  R.. 0x1353f
2328000:  R.. 0x05700
2339250:  W.. 0x05700
2350625:  R.. 0x0363f
2373125:  R.. 0x05700
2384375:  W.. 0x05700
2410625:  R.. 0x1373f
2418125:  R.. 0x05701
2429375:  W.. 0x05701
2463125:  R.. 0x05701
2470625:  R.. 0x0383f
2474375:  W.. 0x05701
2496875:  R.. 0x1ffff
2500625:  R.. 0x1ffff
2504375:  R.. 0x1ffff
2508125:  R.. 0x1ffff
2538500:  R.. 0x05780
2551125:  W.. 0x05780
2584875:  R.. 0x05780
2596125:  W.. 0x05780
2635500:  R.. 0x05781
2646750:  W.. 0x05781
2680500:  R.. 0x05781
2691875:  R.. 0x1393f
2695500:  W.. 0x05781
2751875:  R.. 0x03a3f
2759375:  R.. 0x05800
2770625:  W.. 0x05800
2804500:  R.. 0x05800
2812000:  R.. 0x13b3f
2815750:  W.. 0x05800
2849500:  R.. 0x05801
2860750:  W.. 0x05801
2872000:  R.. 0x03c3f
2894500:  R.. 0x05801
2905750:  W.. 0x05801
2932000:  R.. 0x13d3f
2969375:  R.. 0x05880
2980625:  W.. 0x05880
2991875:  R.. 0x03e3f
3014375:  R.. 0x05880
3025625:  W.. 0x05880
3051875:  R.. 0x13f3f
3059375:  R.. 0x05881
3070625:  W.. 0x05881
3104375:  R.. 0x05881
3111875:  R.. 0x0407f
3115625:  W.. 0x05881
3138250:  R.. 0x1ffff
3142000:  R.. 0x1ffff
3145750:  R.. 0x1ffff
3149500:  R.. 0x1ffff
3180000:  R.. 0x05900
3192625:  W.. 0x05900
3226375:  R.. 0x05900
3237625:  W.. 0x05900
3277125:  R.. 0x05901
3288375:  W.. 0x05901
3322125:  R.. 0x05901
3333375:  R.. 0x1417f
3337125:  W.. 0x05901
3393250:  R.. 0x0427f
3400750:  R.. 0x05980
3412000:  W.. 0x05980
3445750:  R.. 0x05980
3453250:  R.. 0x1437f
3457000:  W.. 0x05980
3490750:  R.. 0x05981
3502000:  W.. 0x05981
3513250:  R.. 0x0447f
3535750:  R.. 0x05981
3547000:  W.. 0x05981
3573250:  R.. 0x1457f
3610875:  R.. 0x05a00
3622125:  W.. 0x05a00
3633375:  R.. 0x0467f
3655875:  R.. 0x05a00
3667125:  W.. 0x05a00
3693500:  R.. 0x1477f
3700875:  R.. 0x05a01
3712125:  W.. 0x05a01
3746000:  R.. 0x05a01
3753500:  R.. 0x0487f
3757125:  W.. 0x05a01
3779750:  R.. 0x1ffff
3783500:  R.. 0x1ffff
3787125:  R.. 0x1ffff
3790875:  R.. 0x1ffff
3821375:  R.. 0x05a80
3834000:  W.. 0x05a80
3867750:  R.. 0x05a80
3879000:  W.. 0x05a80
3918250:  R.. 0x05a81
3929500:  W.. 0x05a81
3963375:  R.. 0x05a81
3974625:  R.. 0x1497f
3978375:  W.. 0x05a81
4034625:  R.. 0x04a7f
4042125:  R.. 0x05b00
4053375:  W.. 0x05b00
4087250:  R.. 0x05b00
4094750:  R.. 0x14b7f
