24000:  R.. 0x14413
2859875:  R.. 0x1b5bf
2874875:  R.. 0x14463
2908625:  R.. 0x14464
2919875:  R.. 0x0b6bf
2942250:  R.. 0x14465
2976000:  R.. 0x14466
2979750:  R.. 0x1b7bf
3006000:  R.. 0x1ffff
3009750:  R.. 0x1ffff
3013500:  R.. 0x1ffff
3017250:  R.. 0x1ffff
3021000:  R.. 0x14467
3043500:  R.. 0x14468
3079125:  R.. 0x14469
3109125:  R.. 0x1446a
3144750:  R.. 0x1446b
3178625:  R.. 0x1446c
3201125:  R.. 0x0b8bf
3212375:  R.. 0x1446d
3246125:  R.. 0x1446e
3261125:  R.. 0x1b9bf
3280000:  R.. 0x1446f
3313750:  R.. 0x14470
3321125:  R.. 0x0babf
3347375:  R.. 0x14471
3377375:  R.. 0x14472
3381125:  R.. 0x1bbbf
3411125:  R.. 0x14473
3441125:  R.. 0x0bcbf
3444875:  R.. 0x14474
3478500:  R.. 0x14475
3501000:  R.. 0x1bdbf
3512250:  R.. 0x14476
3546125:  R.. 0x14477
3561125:  R.. 0x0bebf
3579875:  R.. 0x14478
3613625:  R.. 0x14479
3621125:  R.. 0x1bfbf
3647500:  R.. 0x1ffff
3651250:  R.. 0x1ffff
3655000:  R.. 0x1ffff
3658750:  R.. 0x1ffff
3662500:  R.. 0x1447a
3681250:  R.. 0x1447b
3713125:  R.. 0x1447c
3746875:  R.. 0x1447d
3786250:  R.. 0x1447e
3816250:  R.. 0x1447f
3842500:  R.. 0x0c0ff
3850000:  R.. 0x14480
3883625:  R.. 0x14481
3902375:  R.. 0x1c1ff
3917375:  R.. 0x14482
3951125:  R.. 0x14483
3962375:  R.. 0x0c2ff
3981125:  R.. 0x14484
4015000:  R.. 0x14485
4022500:  R.. 0x1c3ff
4048750:  R.. 0x14486
4082500:  R.. 0x0c4ff
4086375:  R.. 0x14487
