17000:  R.. 0x17995
1509750:  R.. 0x179bf
1543500:  R.. 0x179c0
1558500:  R.. 0x15d7f
1577250:  R.. 0x179c1
1611000:  R.. 0x179c2
1618500:  R.. 0x05e7f
1644750:  R.. 0x179c3
1678500:  R.. 0x15f7f
1682250:  R.. 0x179c4
1704750:  R.. 0x1ffff
1708500:  R.. 0x1ffff
1712250:  R.. 0x1ffff
1716000:  R.. 0x1ffff
1719750:  R.. 0x179c5
1746625:  R.. 0x179c6
1778000:  R.. 0x179c7
1811750:  R.. 0x179c8
1843750:  R.. 0x179c9
1877375:  R.. 0x179ca
1899875:  R.. 0x0607f
1911125:  R.. 0x179cb
1944875:  R.. 0x179cc
1959875:  R.. 0x1617f
1978625:  R.. 0x179cd
2012250:  R.. 0x179ce
2019750:  R.. 0x0627f
2046000:  R.. 0x179cf
2079875:  R.. 0x1637f
2083625:  R.. 0x179d0
2139875:  R.. 0x0647f
2196250:  R.. 0x179d1
2200000:  R.. 0x1657f
2230000:  R.. 0x179d2
2260000:  R.. 0x0667f
2263750:  R.. 0x179d3
2297500:  R.. 0x179d4
2320000:  R.. 0x1677f
2331250:  R.. 0x179d5
2346250:  R.. 0x1ffff
2350000:  R.. 0x1ffff
2353750:  R.. 0x1ffff
2357500:  R.. 0x1ffff
2365000:  R.. 0x179d6
2400500:  R.. 0x179d7
2430500:  R.. 0x179d8
2464250:  R.. 0x179d9
2499875:  R.. 0x179da
2533750:  R.. 0x179db
2541250:  R.. 0x0687f
2567500:  R.. 0x179dc
2601250:  R.. 0x1697f
2605000:  R.. 0x179dd
2631375:  R.. 0x179de
2661375:  R.. 0x06a7f
2665125:  R.. 0x179df
2698875:  R.. 0x179e0
2721375:  R.. 0x16b7f
2732625:  R.. 0x179e1
2766375:  R.. 0x179e2
2781375:  R.. 0x06c7f
2800125:  R.. 0x179e3
2833750:  R.. 0x179e4
2841250:  R.. 0x16d7f
2867500:  R.. 0x179e5
2901250:  R.. 0x06e7f
2905000:  R.. 0x179e6
2935000:  R.. 0x179e7
2961250:  R.. 0x16f7f
2968750:  R.. 0x179e8
2987625:  R.. 0x1ffff
2991375:  R.. 0x1ffff
2995125:  R.. 0x1ffff
2998875:  R.. 0x1ffff
3002625:  R.. 0x179e9
3038250:  R.. 0x179ea
3068375:  R.. 0x179eb
3102125:  R.. 0x179ec
3137750:  R.. 0x179ed
3171500:  R.. 0x179ee
3182750:  R.. 0x0707f
3201500:  R.. 0x179ef
3235125:  R.. 0x179f0
3242625:  R.. 0x1717f
3268875:  R.. 0x179f1
3302625:  R.. 0x0727f
3306375:  R.. 0x179f2
3336375:  R.. 0x179f3
3362625:  R.. 0x1737f
3370125:  R.. 0x179f4
3403875:  R.. 0x179f5
3422625:  R.. 0x0747f
3437750:  R.. 0x179f6
3471500:  R.. 0x179f7
3482750:  R.. 0x1757f
3505250:  R.. 0x179f8
3542875:  R.. 0x0767f
3602875:  R.. 0x1777f
3621500:  R.. 0x179f9
3629000:  R.. 0x1ffff
3632750:  R.. 0x1ffff
3636500:  R.. 0x1ffff
3640250:  R.. 0x1ffff
3655250:  R.. 0x179fa
3690875:  R.. 0x179fb
3724625:  R.. 0x179fc
3767750:  R.. 0x179fd
3790250:  R.. 0x179fe
3824000:  R.. 0x0787f
3827750:  R.. 0x179ff
3857750:  R.. 0x17a00
3884125:  R.. 0x1797f
3891625:  R.. 0x17a01
3925375:  R.. 0x17a02
3944125:  R.. 0x07a7f
3959125:  R.. 0x17a03
3992875:  R.. 0x17a04
4004125:  R.. 0x17b7f
4026625:  R.. 0x17a05
4056625:  R.. 0x17a06
4064125:  R.. 0x07c7f
4090375:  R.. 0x17a07
