26625:  R.. 0x05100
1568375:  R.. 0x0787f
1572125:  W.. 0x09302
1602125:  R.. 0x05303
1613375:  W.. 0x09303
1628375:  R.. 0x1797f
1643250:  R.. 0x05304
1654500:  W.. 0x09304
1684500:  R.. 0x05305
1688250:  R.. 0x07a7f
1695750:  W.. 0x09305
1725750:  R.. 0x05306
1737000:  W.. 0x09306
1748375:  R.. 0x17b7f
1767125:  R.. 0x05307
1774625:  R.. 0x1ffff
1778375:  R.. 0x1ffff
1782125:  R.. 0x1ffff
1785875:  R.. 0x1ffff
1789625:  W.. 0x09307
1851500:  R.. 0x05380
1862875:  W.. 0x09380
1892875:  R.. 0x05381
1913500:  W.. 0x09381
1943500:  R.. 0x05382
1954750:  W.. 0x09382
1969750:  R.. 0x07c7f
1984750:  R.. 0x05383
1996000:  W.. 0x09383
2026000:  R.. 0x05384
2029750:  R.. 0x17d7f
2037250:  W.. 0x09384
2067125:  R.. 0x05385
2078375:  W.. 0x09385
2089625:  R.. 0x07e7f
2108375:  R.. 0x05386
2119625:  W.. 0x09386
2149625:  R.. 0x17f7f
2153375:  R.. 0x05387
2164625:  W.. 0x09387
2209750:  R.. 0x080bf
2224750:  R.. 0x05400
2236000:  W.. 0x09400
2266000:  R.. 0x05401
2269750:  R.. 0x181bf
2277250:  W.. 0x09401
2307375:  R.. 0x05402
2318625:  W.. 0x09402
2329875:  R.. 0x082bf
2348625:  R.. 0x05403
2359875:  W.. 0x09403
2389875:  R.. 0x183bf
2393625:  R.. 0x05404
2404875:  W.. 0x09404
2416125:  R.. 0x1ffff
2419875:  R.. 0x1ffff
2423625:  R.. 0x1ffff
2427375:  R.. 0x1ffff
2434875:  R.. 0x05405
2446000:  W.. 0x09405
2477875:  R.. 0x05406
2489125:  W.. 0x09406
2519125:  R.. 0x05407
2530375:  W.. 0x09407
2592250:  R.. 0x05480
2603500:  W.. 0x09480
2611000:  R.. 0x084bf
2633500:  R.. 0x05481
2644750:  W.. 0x09481
2671125:  R.. 0x185bf
2674875:  R.. 0x05482
2686125:  W.. 0x09482
2716125:  R.. 0x05483
2727375:  W.. 0x09483
2731125:  R.. 0x086bf
2757500:  R.. 0x05484
2768750:  W.. 0x09484
2791250:  R.. 0x187bf
2798750:  R.. 0x05485
2810000:  W.. 0x09485
2840000:  R.. 0x05486
2851250:  R.. 0x088bf
2854875:  W.. 0x09486
2884875:  R.. 0x05487
2896125:  W.. 0x09487
2911125:  R.. 0x189bf
2956125:  R.. 0x05500
2967375:  W.. 0x09500
2971125:  R.. 0x08abf
2997375:  R.. 0x05501
3008625:  W.. 0x09501
3031125:  R.. 0x18bbf
3038625:  R.. 0x05502
3049875:  W.. 0x09502
3057375:  R.. 0x1ffff
3061125:  R.. 0x1ffff
3064875:  R.. 0x1ffff
3068625:  R.. 0x1ffff
3079875:  R.. 0x05503
3091125:  W.. 0x09503
3123125:  R.. 0x05504
3134375:  W.. 0x09504
3164375:  R.. 0x05505
3175625:  W.. 0x09505
3203750:  R.. 0x05506
3215000:  W.. 0x09506
3245000:  R.. 0x05507
3252500:  R.. 0x08cbf
3256250:  W.. 0x09507
3312500:  R.. 0x18dbf
3316250:  R.. 0x05580
3327500:  W.. 0x09580
3357500:  R.. 0x05581
3368750:  W.. 0x09581
3372500:  R.. 0x08ebf
3398625:  R.. 0x05582
3409875:  W.. 0x09582
3432500:  R.. 0x18fbf
3439875:  R.. 0x05583
3451125:  W.. 0x09583
3481250:  R.. 0x05584
3492500:  R.. 0x090bf
3496250:  W.. 0x09584
3526250:  R.. 0x05585
3537500:  W.. 0x09585
3552625:  R.. 0x191bf
3567625:  R.. 0x05586
3578875:  W.. 0x09586
3608875:  R.. 0x05587
3612625:  R.. 0x092bf
3620125:  W.. 0x09587
3672625:  R.. 0x193bf
3680125:  R.. 0x05600
3691375:  W.. 0x09600
3698875:  R.. 0x1ffff
3702625:  R.. 0x1ffff
3706375:  R.. 0x1ffff
3710125:  R.. 0x1ffff
3721375:  R.. 0x05601
3732625:  W.. 0x09601
3764500:  R.. 0x05602
3775750:  W.. 0x09602
3805625:  R.. 0x05603
3816875:  W.. 0x09603
3845000:  R.. 0x05604
3856250:  W.. 0x09604
3886250:  R.. 0x05605
3893750:  R.. 0x094bf
3897500:  W.. 0x09605
3927625:  R.. 0x05606
3938875:  W.. 0x09606
3953875:  R.. 0x195bf
3968875:  R.. 0x05607
3980125:  W.. 0x09607
4014000:  R.. 0x096bf
4040250:  R.. 0x05680
4051500:  W.. 0x09680
4074000:  R.. 0x197bf
4081500:  R.. 0x05681
4092750:  W.. 0x09681
